,filename,accuracy
0,000_0002.png,0.8232009515628097
1,000_0018.png,0.8942619208105934
2,000_0031.png,0.8131094257854822
3,001_0002.png,0.9334609861177597
4,001_0011.png,0.7416712179137084
5,002_0010.png,0.956671525109315
6,002_0025.png,0.9642512923858757
7,002_1_0015.png,0.9466538672517828
8,003_0014.png,0.8941335131490222
9,003_0101.png,0.7994874567041064
10,004_0005.png,0.8690784603997039
11,004_0016.png,0.9115895992239362
12,004_1_0030.png,0.8228980322003577
13,005_0026.png,0.99
14,005_0051.png,0.9449221077721972
15,005_0058.png,0.9809071119011005
16,005_1_0014.png,0.8191616766467066
17,006_0006.png,0.9839940901255848
18,006_1_0035.png,0.8159446817164938
19,007_0027.png,0.9739364495798319
20,008_0001.png,0.888468809073724
21,008_0005_j.png,0.8856411679462276
22,010_0034.png,0.981812670506214
23,011_0006.png,0.9852490421455938
24,011_0027.png,0.9693247393109033
25,011_0047.png,0.8539325842696629
26,011_0048.png,0.933861778548427
27,011_1_0046.png,0.8608771420273018
28,012_0044.png,0.9911393984774741
29,013_0001.png,0.8652720468285193
30,014_0009.png,0.8752697453603798
31,014_1_0010.png,0.8377938096346288
32,015_1_0001.png,0.9385168369277337
33,015_1_0002.png,0.9477110002169669
34,016_0005.png,0.8744230145462711
35,016_0035.png,0.9736557199566943
36,017_0010.png,0.9581900651108347
37,017_0050.png,0.9793191670812309
38,017_1_0016.png,0.9456521739130435
39,017_1_0028.png,0.8170914542728636
40,021_0002.png,0.9019040902679831
41,021_0004.png,0.9068447061297445
42,021_1_0001.png,0.926749484014175
43,022_1_0007_1_j.png,0.9678943815167654
44,024_0002.png,0.9844326095862351
45,024_0042.png,0.8208173244848062
46,024_1_0003.png,0.9872655707339661
47,026_0004.png,0.9723453662655689
48,026_0006.png,0.971830985915493
49,026_0032.png,0.9799770662432742
50,027_0012.png,0.906030855539972
51,027_0013.png,0.9061155788292501
52,028_0044.png,0.9798555005872513
53,028_0105.png,0.6667262330235882
54,028_0131.png,0.9816933638443935
55,028_0149.png,0.9881395185627062
56,028_0222.png,0.8006934555135905
57,030_0005.png,0.9861330738352998
58,030_0068.png,0.9855317708774008
59,031_0010_j.png,0.9637914691943128
60,031_0018.png,0.9433249370277078
61,032_0004_j.png,0.8864492381441534
62,032_1_0001_1_j.png,0.929666075173415
63,034_0011.png,0.9803008595988538
64,035_0021.png,0.8524637059286276
65,035_0064.png,0.9793307669529168
66,036_0003_j.png,0.9042967315460889
67,036_1_0009.png,0.8457357859531772
68,037_0007.png,0.8597444089456869
69,037_1_0011.png,0.9238730450781969
70,038_0021_j.png,0.6652923323598465
71,039_0007.png,0.8473804100227791
72,039_0016_j.png,0.8996926515786533
73,040_0013.png,0.8916654308171437
74,041_0005_j.png,0.8797554347826086
75,042_0002.png,0.7735784032165423
76,042_0003_j.png,0.9074501021013108
77,043_0001.png,0.8393411764705883
78,043_0023.png,0.9560706104298612
79,043_0032.png,0.9782543240440267
80,044_0004.png,0.9074586484658427
81,044_0005.png,0.855936004784689
82,045_0008.png,0.8868601238995761
83,045_1_0010.png,0.854557002222928
84,046_0001_j.png,0.8873036126255011
85,047_0005.png,0.8939772874636432
86,047_0006_j.png,0.9201277955271565
87,049_0004.png,0.8555812486861467
88,049_0014.png,0.9769871710091258
89,049_1_0012.png,0.8427643998342466
90,050_1_0019.png,0.9198110542315038
91,051_0001.png,0.9057217018395215
92,054_0029.png,0.9973550356052899
93,054_0079.png,0.9634785753028385
94,054_0146.png,0.9302141157811261
95,054_1_0098.png,0.9321872015281757
96,055_0005.png,0.9367123667082121
97,055_1_0060.png,0.9188169301376848
98,056_0054.png,0.8919324066503135
99,056_1_0012.png,0.8286638781469498
